Sales_ID,name,year,selling_price,km_driven,State_or_Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,Region
568,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000,52000,California,San Diego,1,1,1,0,23.65,1248,88.5,5,1,3
569,Hyundai i20 1.4 CRDi Asta,2011,220000,120000,Illinois,Chicago,1,1,1,2,23.0,1396,90.0,5,1,0
570,Jeep Compass 2.0 Limited,2017,1650000,50000,New York,New York City,1,1,1,0,17.1,1956,170.0,5,1,1
571,Maruti Ertiga ZDI,2013,630000,120000,New York,New York City,1,1,1,2,20.77,1248,88.8,7,1,1
572,Tata Manza Aura Quadrajet,2010,250000,90000,California,Los Angeles,1,1,1,2,18.8,1248,90.0,5,1,3
573,Maruti Wagon R LXI,2004,120000,120000,Washington,Seattle,3,1,1,4,18.9,998,67.1,5,1,3
574,Skoda Rapid 1.5 TDI Elegance,2015,300000,101500,North Carolina,Charlotte,1,1,1,2,21.14,1498,103.52,5,1,2
575,Hyundai Verna 1.6 CRDi EX AT,2013,525000,75000,Florida,Miami,1,1,0,0,22.32,1582,126.3,5,1,2
578,Mahindra Scorpio 1.99 S10,2016,1100000,100000,Washington,Seattle,1,1,1,0,15.4,1997,120.0,7,1,3
579,Renault Duster 110PS Diesel RxZ,2012,480000,55735,California,Los Angeles,1,1,1,2,19.01,1461,108.45,5,1,3
580,Mahindra XUV500 W4,2014,605000,80000,Texas,Dallas,1,1,1,2,15.1,2179,140.0,7,1,0
581,Maruti Alto 800 LXI Optional,2016,250000,50000,Texas,Dallas,3,1,1,2,24.7,796,47.3,5,1,0
582,Ford Figo Diesel Celebration Edition,2013,245000,70000,California,San Francisco,1,1,1,2,20.0,1399,68.1,5,1,3
583,Hyundai i10 Magna 1.2 iTech SE,2012,210000,76000,California,San Francisco,3,1,1,1,20.36,1197,78.9,5,1,3
584,Maruti Swift Dzire VXI 1.2,2020,730000,1500,California,San Francisco,3,1,1,0,21.21,1197,81.8,5,1,3
585,Mahindra Bolero 2011-2019 SLX,2012,500000,76000,New York,New York City,1,1,1,0,15.96,2523,62.1,7,1,1
586,Maruti Wagon R VXI Optional,2015,400000,40000,New York,New York City,3,1,1,0,20.51,998,67.04,5,1,1
587,Hyundai EON Magna Plus,2015,280000,60000,New York,New York City,3,1,1,2,21.1,814,55.2,5,1,1
588,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000,170000,Pennsylvania,Philadelphia,1,1,1,4,12.8,2494,102.0,8,1,1
589,Mitsubishi Pajero Sport 4X4,2013,950000,181491,Illinois,Chicago,1,0,1,0,13.5,2477,175.56,7,1,0
590,Chevrolet Beat Diesel LS,2016,375000,53319,Illinois,Chicago,1,0,1,0,25.44,936,56.3,5,1,0
591,Volkswagen Ameo 1.5 TDI Comfortline,2017,700000,40906,Illinois,Chicago,1,0,1,0,21.66,1498,108.62,5,1,0
592,Toyota Etios VX,2012,375000,31711,New York,New York City,3,0,1,2,17.6,1496,88.7,5,1,1
593,Hyundai EON Era Plus,2012,270000,43755,California,Los Angeles,3,0,1,2,21.1,814,55.2,5,1,3
594,Renault KWID RXT,2016,300000,66693,New York,New York City,3,0,1,0,25.17,799,53.3,5,1,1
595,Maruti Zen Estilo VXI BSIV,2010,225000,59549,California,Los Angeles,3,0,1,0,19.0,998,67.1,5,1,3
596,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,1350000,94385,California,Los Angeles,1,0,1,0,12.99,2494,100.6,8,1,3
597,Maruti Zen Estilo LXI BSIII,2010,200000,73730,California,Los Angeles,3,0,1,0,18.2,998,67.1,5,1,3
598,Hyundai Verna 1.6 SX,2011,400000,221889,New York,New York City,1,0,1,0,22.32,1582,126.32,5,1,1
599,Honda Amaze VX i-DTEC,2013,500000,116104,New York,New York City,1,0,1,0,25.8,1498,98.6,5,1,1
600,Maruti Swift VXI BSIV,2015,500000,150546,New York,New York City,3,0,1,0,22.0,1197,81.8,5,1,1
601,Toyota Fortuner 2.8 2WD MT,2013,1500000,148120,California,Los Angeles,1,0,1,0,14.24,2755,174.5,7,1,3
602,Ford Ecosport 1.5 Ti VCT MT Titanium,2015,555000,20000,Pennsylvania,Philadelphia,3,1,1,2,15.8,1499,110.0,5,1,1
603,Hyundai Grand i10 1.2 Kappa Magna AT,2018,580000,30000,Pennsylvania,Philadelphia,3,1,0,0,18.9,1197,81.86,5,1,1
604,Tata Aria Pride,2011,337000,142000,California,Los Angeles,1,1,1,4,13.7,2179,138.1,7,1,3
605,Tata Sumo CX 10 Str BSIV,2011,175000,20000,North Carolina,Charlotte,1,1,1,0,12.2,1948,68.0,10,1,2
606,Tata Manza Aura Plus Quadrajet,2009,180000,120000,North Carolina,Charlotte,1,1,1,2,18.8,1248,90.0,5,1,2
607,Hyundai i10 Sportz 1.1L,2011,200000,80000,New York,New York City,3,1,1,0,19.81,1086,68.05,5,1,1
608,Tata Indigo CS LX (TDI) BS-III,2016,260000,60000,Washington,Seattle,1,1,1,0,19.09,1405,69.01,5,1,3
609,Renault KWID 1.0 RXT Optional,2016,350000,25000,Georgia,Atlanta,3,1,1,0,23.01,999,67.0,5,1,2
610,Mahindra Bolero SLX,2011,409999,50000,North Carolina,Charlotte,1,1,1,2,13.6,2523,63.0,7,1,2
611,Mahindra TUV 300 T8,2017,655000,126000,North Carolina,Charlotte,1,1,1,0,18.49,1493,100.0,7,1,2
612,Maruti Swift Dzire LDI,2015,370000,170000,North Carolina,Charlotte,1,1,1,0,26.59,1248,74.0,5,1,2
613,Maruti Alto 800 LXI,2013,200000,24000,New York,New York City,3,1,1,0,22.74,796,47.3,5,1,1
614,Maruti Ertiga SHVS ZDI,2017,800000,100000,New York,New York City,1,1,1,2,24.52,1248,88.5,7,1,1
615,Tata Tiago NRG Petrol,2019,550000,10000,California,Los Angeles,3,1,1,0,24.0,1199,83.81,5,1,3
616,Ford Figo Diesel ZXI,2012,300000,70000,California,Los Angeles,1,1,1,2,20.0,1399,68.0,5,1,3
617,Maruti Omni E MPI STD BS IV,2017,220000,40000,California,Los Angeles,3,1,1,0,16.8,796,34.2,8,1,3
618,Maruti Wagon R LXI BS IV,2011,196000,110000,California,Los Angeles,3,1,1,0,18.9,998,67.1,5,1,3
619,Hyundai i10 Era,2008,135000,80000,New York,New York City,3,1,1,2,19.81,1086,68.05,5,1,1
620,Tata Bolt Revotron XE,2015,299000,16500,New York,New York City,3,1,1,0,17.57,1193,88.7,5,1,1
621,Maruti Alto K10 VXI,2017,300000,30000,Pennsylvania,Philadelphia,3,1,1,0,23.95,998,67.05,5,1,1
622,Maruti Ertiga SHVS VDI,2017,720000,80000,Pennsylvania,Philadelphia,1,1,1,0,24.52,1248,88.5,7,1,1
623,Tata Safari Storme EX,2016,650000,50000,Pennsylvania,Philadelphia,1,1,1,4,14.1,2179,147.94,7,1,1
624,Maruti Alto K10 VXI,2016,300000,25000,California,Los Angeles,3,1,1,0,23.95,998,67.05,5,1,3
625,Hyundai Grand i10 1.2 CRDi Asta,2019,750000,20000,California,Los Angeles,1,1,1,0,24.0,1186,73.97,5,1,3
626,Renault KWID RXT,2016,260000,60000,California,Los Angeles,3,1,1,0,25.17,799,53.3,5,1,3
627,Maruti Swift VDI,2011,300000,70000,New York,New York City,1,1,1,2,22.9,1248,74.0,5,1,1
628,Mahindra Bolero 2011-2019 SLX,2014,600000,50000,New York,New York City,1,1,1,2,15.96,2523,62.1,7,1,1
629,Honda Accord V6 AT,2004,275000,100000,Texas,Houston,3,1,0,2,9.0,2997,218.0,5,1,0
630,Maruti Alto K10 VXI,2015,250000,52000,North Carolina,Charlotte,3,1,1,0,23.95,998,67.05,5,1,2
631,Maruti Swift Dzire VDI,2014,420000,80000,Illinois,Chicago,1,1,1,0,23.4,1248,74.0,5,1,0
632,Hyundai EON Era Plus,2015,235000,50000,California,Los Angeles,3,1,1,0,21.1,814,55.2,5,1,3
633,Mahindra Scorpio S10 7 Seater,2016,1100000,60000,New York,New York City,1,1,1,0,15.4,2179,120.0,7,1,1
634,Maruti Alto K10 VXI,2019,360000,25000,Massachusetts,Boston,3,1,1,0,23.95,998,67.05,5,1,1
635,Hyundai Grand i10 CRDi Asta,2014,380000,50000,California,Los Angeles,1,1,1,2,24.0,1120,70.0,5,1,3
636,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,125000,California,Los Angeles,1,1,1,0,22.77,1498,98.59,5,1,3
637,Maruti Wagon R VXI Optional,2016,350000,80000,California,Los Angeles,3,1,1,0,20.51,998,67.04,5,1,3
638,Mahindra Bolero 2011-2019 DI - AC BS III,2017,700000,70000,California,Los Angeles,1,1,1,0,15.96,2523,63.0,9,1,3
639,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2010,270000,90000,California,Los Angeles,1,1,1,4,23.0,1396,90.0,5,1,3
640,Tata Bolt Quadrajet XE,2017,450000,50000,California,Los Angeles,1,1,1,0,22.95,1248,74.0,5,1,3
641,Mahindra Thar CRDe,2016,630000,101000,California,Los Angeles,1,1,1,0,16.55,2498,105.0,6,1,3
642,Mahindra Xylo E4 BS IV,2010,229999,168000,California,Los Angeles,1,1,1,0,14.0,2498,112.0,7,1,3
643,Mahindra Xylo E4 BS IV,2010,229999,168000,Florida,Miami,1,1,1,0,14.0,2498,112.0,7,1,2
644,Maruti Wagon R VXI BS IV,2011,270000,40000,New York,New York City,3,1,1,0,18.9,998,67.1,5,1,1
645,Tata Indica Vista Aura Safire Anniversary Edition,2009,135000,28900,New York,New York City,3,1,1,2,0.0,1172,65.0,5,1,1
646,Maruti Wagon R VXI BS IV,2012,275000,20000,New York,New York City,3,1,1,0,18.9,998,67.1,5,1,1
647,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,New York,New York City,1,0,0,0,13.6,1999,177.0,5,1,1
648,Lexus ES 300h,2019,5150000,20000,New York,New York City,3,0,0,0,22.37,2487,214.56,5,1,1
649,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,New York,New York City,1,0,0,0,19.33,1999,177.0,5,1,1
650,Tata Safari Storme EX,2015,503000,110000,California,Los Angeles,1,1,1,0,14.1,2179,147.94,7,1,3
651,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Illinois,Chicago,1,1,0,0,18.0,1969,190.0,5,1,0
652,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Washington,Seattle,3,2,0,0,19.16,2494,157.7,5,1,3
653,Maruti Wagon R LXI,2013,225000,58343,Washington,Seattle,3,2,1,0,21.79,998,67.05,5,1,3
654,Maruti Baleno Alpha 1.3,2018,740000,38817,New York,New York City,1,0,1,0,27.39,1248,74.0,5,1,1
655,Honda Jazz VX,2016,550000,56494,Washington,Seattle,3,2,1,0,18.2,1199,88.7,5,1,3
656,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,California,Los Angeles,1,2,1,2,12.99,2494,100.6,7,1,3
657,Maruti Swift AMT VVT VXI,2019,650000,5621,California,Los Angeles,3,2,0,0,22.0,1197,81.8,5,1,3
658,Toyota Etios VX,2017,625000,25538,New York,New York City,3,2,1,0,16.78,1496,88.73,5,1,1
659,Maruti Swift AMT ZXI,2018,600000,69779,New York,New York City,3,0,0,0,22.0,1197,81.8,5,1,1
660,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Florida,Miami,1,0,1,0,24.0,1186,73.97,5,1,2
661,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Illinois,Chicago,1,0,0,0,16.78,1995,190.0,5,1,0
662,BMW X4 M Sport X xDrive20d,2019,5500000,8500,California,San Francisco,1,0,0,0,16.78,1995,190.0,5,1,3
663,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,California,Los Angeles,3,2,0,0,19.0,1199,88.76,5,1,3
664,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,District of Columbia,Washington,3,0,0,0,14.3,1598,103.5,5,1,1
665,Volvo V40 D3 R-Design,2018,2475000,2000,District of Columbia,Washington,1,0,0,0,16.8,1984,150.0,5,1,1
666,Mahindra TUV 300 T8,2015,634000,165000,Illinois,Chicago,1,1,1,0,18.49,1493,100.0,7,1,0
667,Maruti A-Star Zxi,2012,235000,98500,New York,New York City,3,1,1,2,19.0,998,66.1,5,1,1
668,Hyundai i10 Asta,2008,275000,98000,District of Columbia,Washington,3,1,1,4,20.36,1197,78.9,5,1,1
669,Mahindra Thar CRDe AC,2014,700000,40000,New York,New York City,1,1,1,2,16.55,2498,105.0,6,1,1
670,Fiat Grande Punto Sport 90BHP,2013,400000,90000,Florida,Miami,1,1,1,0,20.3,1248,92.0,5,1,2
671,Maruti Alto LXi,2012,215000,90000,Florida,Miami,3,1,1,4,19.7,796,46.3,5,1,2
672,Hyundai Getz 1.5 CRDi GVS,2009,150000,110000,California,Los Angeles,1,1,1,2,17.1,1493,110.0,5,1,3
673,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,77800,California,Los Angeles,1,1,1,0,25.1,1248,88.5,5,1,3
674,Mahindra TUV 300 T8,2015,730000,100000,California,Los Angeles,1,1,1,0,18.49,1493,100.0,7,1,3
675,Tata Indica V2 Turbomax DLS BS IV,2012,135000,120000,Illinois,Chicago,1,1,1,2,19.0,1405,71.0,5,1,0
676,Hyundai Xcent 1.2 Kappa Base,2016,350000,80000,Illinois,Chicago,3,1,1,2,19.1,1197,82.0,5,1,0
677,Mahindra KUV 100 G80 K6 Plus,2018,535000,21000,New York,New York City,3,1,1,2,18.15,1198,82.0,6,1,1
678,Maruti Swift Dzire Tour S CNG,2018,455000,100000,California,Los Angeles,3,1,1,2,19.0,1197,85.8,5,1,3
679,Maruti Swift Dzire VXI 1.2,2019,655000,25000,New York,New York City,3,1,1,0,21.21,1197,81.8,5,1,1
680,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,800000,30000,Florida,Miami,1,1,1,4,23.0,1498,98.96,5,1,2
681,Toyota Yaris V CVT BSIV,2018,1100000,25000,Illinois,Chicago,3,1,0,0,17.8,1496,105.5,5,1,0
682,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,3000000,40000,Massachusetts,Boston,1,1,0,0,13.0,2143,204.0,5,1,1
683,Toyota Fortuner 4x2 4 Speed AT,2012,1225000,160000,North Carolina,Charlotte,1,1,0,0,11.5,2982,169.0,7,1,2
684,Mahindra KUV 100 G80 K2,2018,340000,51492,North Carolina,Charlotte,3,1,1,0,18.15,1198,82.0,6,1,2
685,Volkswagen Vento Diesel Highline,2011,300000,72000,Massachusetts,Boston,1,1,1,2,20.54,1598,103.6,5,1,1
686,Ford Figo 1.2P Titanium Opt MT,2016,370000,60000,California,Los Angeles,3,1,1,0,18.16,1196,86.8,5,1,3
687,Mahindra Bolero 2011-2019 SLE,2013,330000,136000,California,Los Angeles,1,1,1,2,15.96,2523,62.1,7,1,3
688,Hyundai Santro Xing GLS,2014,238000,60000,Massachusetts,Boston,3,1,1,0,17.92,1086,62.1,5,1,1
690,Hyundai Santro Xing GLS,2013,200000,90000,Massachusetts,Boston,3,1,1,0,17.92,1086,62.1,5,1,1
691,Nissan Sunny Diesel XV,2014,320000,91000,Massachusetts,Boston,1,1,1,1,22.71,1461,84.8,5,1,1
692,Hyundai Santro Xing GL Plus,2009,114999,90000,California,San Diego,3,1,1,1,17.92,1086,62.1,5,1,3
693,Maruti Wagon R LXI BS IV,2015,320000,50000,Georgia,Atlanta,3,1,1,2,20.51,998,67.04,5,1,2
694,Hyundai i10 Era,2010,210000,20000,Washington,Seattle,3,1,1,0,19.81,1086,68.05,5,1,3
695,Mahindra Xylo D2 BS IV,2011,200000,120000,Washington,Seattle,1,1,1,0,14.0,2489,95.0,8,1,3
696,Maruti Wagon R LXI Minor,2009,135000,150000,Washington,Seattle,3,1,1,2,18.9,1061,67.0,5,1,3
697,Tata Indigo CS LS (TDI) BS-III,2015,350000,52000,North Carolina,Charlotte,1,1,1,0,19.09,1405,69.01,5,1,2
698,Mahindra Bolero 2011-2019 DI BSIII,2014,350000,167000,Florida,Miami,1,1,1,2,13.6,2523,63.0,8,1,2
699,Maruti Swift Dzire VDI,2017,680000,40000,California,Los Angeles,1,1,1,0,28.4,1248,74.02,5,1,3
700,Maruti Swift Vdi BSIII,2010,200000,190000,Florida,Miami,1,1,1,2,17.8,1248,75.0,5,1,2
701,Renault KWID 1.0 RXT Optional,2016,300000,50000,Washington,Seattle,3,1,1,0,23.01,999,67.0,5,1,3
702,Mahindra Xylo E6,2011,270000,70000,Florida,Miami,1,1,1,2,14.0,2498,112.0,7,1,2
703,Maruti Wagon R LXI BSIII,2012,225000,80000,Florida,Miami,3,1,1,2,18.9,998,67.1,5,1,2
704,Mahindra Bolero DI DX 8 Seater,2008,250000,120000,California,Los Angeles,1,1,1,0,13.6,2523,63.0,8,1,3
705,Mahindra TUV 300 T8,2015,590000,40000,California,Los Angeles,1,1,1,2,18.49,1493,100.0,7,1,3
706,Hyundai EON Era Plus,2015,290000,17000,California,Los Angeles,3,1,1,0,21.1,814,55.2,5,1,3
707,Maruti Zen Estilo LXI BS IV,2010,100000,180000,New York,New York City,3,1,1,2,19.0,998,67.1,5,1,1
708,Maruti Celerio VXI,2016,395000,50000,New York,New York City,3,1,1,0,23.1,998,67.04,5,1,1
709,Hyundai EON Era Plus,2014,195000,65000,California,Los Angeles,3,1,1,2,21.1,814,55.2,5,1,3
710,Tata Nano Cx,2011,45000,10000,California,Los Angeles,3,1,1,4,26.0,624,35.0,4,1,3
711,Mahindra Bolero DI DX 8 Seater,2009,270000,70000,California,Los Angeles,1,1,1,2,13.6,2523,63.0,8,1,3
712,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,600000,90000,California,Los Angeles,1,1,1,2,13.58,2499,72.4,9,1,3
713,Hyundai i20 Asta 1.4 CRDi,2015,715000,50000,New York,New York City,1,1,1,0,22.54,1396,88.73,5,1,1
714,Hyundai Elite i20 Magna Plus BSIV,2019,600000,10000,New York,New York City,3,1,1,0,18.6,1197,81.86,5,1,1
715,Mahindra TUV 300 T6 Plus,2019,875000,25000,Illinois,Chicago,1,1,1,0,18.49,1493,100.0,7,1,0
716,Mahindra Scorpio M2DI,2011,420000,100000,Illinois,Chicago,1,1,1,2,13.5,2179,115.0,5,1,0
717,Honda CR-V 2.4 4WD AT,2007,325000,70000,Illinois,Chicago,3,1,0,2,10.1,2354,152.0,5,1,0
718,Datsun GO Anniversary Edition,2017,385000,30000,Illinois,Chicago,3,1,1,0,20.63,1198,67.06,5,1,0
719,Mahindra KUV 100 mFALCON G80 K2,2016,300000,40000,Texas,Dallas,3,1,1,0,18.15,1198,82.0,6,1,0
720,Hyundai i20 Sportz 1.4 CRDi,2012,335000,135000,Texas,Dallas,1,1,1,0,21.9,1396,88.76,5,1,0
721,Maruti Celerio LXI,2014,300000,35000,Texas,Dallas,3,1,1,0,23.1,998,67.04,5,1,0
722,Hyundai Accent GLE,2004,80000,120000,California,Los Angeles,3,1,1,2,13.2,1495,94.0,5,1,3
723,Mahindra Bolero 2011-2019 SLE,2012,400000,120000,Pennsylvania,Philadelphia,1,1,1,0,15.96,2523,62.1,7,1,1
724,Tata Indigo CS LS (TDI) BS III,2012,168000,190000,Massachusetts,Boston,1,1,1,2,19.09,1396,69.0,5,1,1
725,Mahindra Bolero 2011-2019 Plus AC,2016,550000,120000,New York,New York City,1,1,1,0,15.96,2523,62.1,9,1,1
727,Mahindra Bolero PLUS AC BSIII,2011,320000,175000,Washington,Seattle,1,1,1,4,13.6,2523,63.0,7,1,3
728,Mahindra Bolero 2011-2019 Plus - AC BSIII,2011,320000,175000,Florida,Miami,1,1,1,4,15.96,2523,63.0,9,1,2
729,Nissan Sunny XE,2011,350000,25000,Massachusetts,Boston,3,1,1,2,16.95,1498,97.7,5,1,1
730,Tata Manza Club Class Quadrajet90 VX,2013,280000,80000,Michigan,Detroit,1,1,1,0,21.02,1248,88.76,5,1,0
731,Hyundai Xcent 1.1 CRDi SX Option,2017,550000,70000,Michigan,Detroit,1,1,1,2,24.4,1120,71.0,5,1,0
732,Hyundai Xcent 1.2 VTVT E Plus,2018,500000,10000,Michigan,Detroit,3,1,1,0,20.14,1197,81.86,5,1,0
733,Ford Freestyle Titanium Plus Petrol BSIV,2019,700000,6000,Pennsylvania,Philadelphia,3,1,1,0,19.0,1194,94.68,5,1,1
734,Skoda Rapid Ultima 1.6 TDI Elegance,2013,380000,90000,Pennsylvania,Philadelphia,1,1,1,2,20.5,1598,103.5,5,1,1
735,Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,340000,110000,Pennsylvania,Philadelphia,1,1,1,2,15.96,2523,63.0,9,1,1
736,Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,160000,120000,Pennsylvania,Philadelphia,1,1,1,4,13.6,2523,63.0,9,1,1
737,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,50000,New York,New York City,1,1,1,0,12.99,2494,100.6,7,1,1
738,Hyundai Grand i10 1.2 Kappa Magna AT,2018,531000,20000,Illinois,Chicago,3,1,0,0,18.9,1197,81.86,5,1,0
739,Renault KWID 1.0 RXT Optional,2017,300000,35000,Illinois,Chicago,3,1,1,0,23.01,999,67.0,5,1,0
740,Volkswagen Polo 1.5 TDI Comfortline,2014,350000,60000,Illinois,Chicago,1,1,1,2,20.14,1498,88.8,5,1,0
741,Chevrolet Beat LT,2010,150000,68000,California,Los Angeles,3,1,1,1,18.6,1199,79.4,5,1,3
742,Maruti Swift VXI Optional,2015,450000,30000,New York,New York City,3,1,1,0,20.4,1197,81.8,5,1,1
743,Mahindra XUV500 W10 2WD,2017,1625000,54000,California,San Francisco,1,1,1,0,16.0,2179,140.0,7,1,3
746,Tata Indica V2 DLX TC,2006,85000,120000,Massachusetts,Boston,1,1,1,4,16.8,1405,68.0,5,1,1
747,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,450000,30000,Massachusetts,Boston,3,1,1,0,18.9,1197,81.86,5,1,1
749,Tata Tiago 1.05 Revotorq XM,2017,360000,50000,Massachusetts,Boston,1,1,1,0,27.28,1047,69.0,5,1,1
750,Maruti Alto K10 VXI,2020,390000,6000,New York,New York City,3,1,1,0,23.95,998,67.05,5,1,1
751,Maruti Eeco 7 Seater Standard BSIV,2011,145000,50000,Massachusetts,Boston,3,1,1,2,15.37,1196,73.0,7,1,1
752,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,540000,90000,Texas,Houston,1,1,1,4,12.05,2179,120.0,8,1,0
753,Toyota Innova 2.5 E Diesel MS 8-seater,2008,290000,126000,California,Los Angeles,1,1,1,4,12.8,2494,102.0,8,1,3
754,Tata Indigo eCS VX BSIV,2013,300000,90000,California,Los Angeles,1,1,1,0,25.0,1396,69.0,5,1,3
755,Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,565000,80000,California,Los Angeles,3,1,1,0,18.16,1196,86.8,5,1,3
756,Mahindra Scorpio 2.6 CRDe SLE,2011,441000,70000,California,Los Angeles,1,1,1,2,10.5,2609,120.0,7,1,3
758,Hyundai EON Era Plus,2011,180000,80000,Pennsylvania,Philadelphia,3,1,1,2,21.1,814,55.2,5,1,1
759,Hyundai EON D Lite,2013,200000,80000,New York,New York City,3,1,1,2,21.1,814,55.2,5,1,1
760,Maruti Alto LX,2005,85000,150000,New York,New York City,3,1,1,2,19.7,796,46.3,5,1,1
761,Tata Indica V2 DL BSIII,2006,67500,110000,New York,New York City,1,1,1,1,17.88,1396,52.8,5,1,1
762,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,700000,110000,New York,New York City,1,1,1,2,24.3,1248,88.5,5,1,1
763,Volkswagen Polo Diesel Highline 1.2L,2010,275000,80000,Illinois,Chicago,1,1,1,1,22.07,1199,73.9,5,1,0
764,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,600000,20000,Illinois,Chicago,3,1,1,0,18.9,1197,81.86,5,1,0
765,Mahindra Xylo D2,2011,250000,120000,New York,New York City,1,1,1,0,13.0,2489,95.0,8,1,1
766,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,120000,New York,New York City,1,1,1,0,15.96,2523,63.0,9,1,1
767,Fiat Linea 1.3 Active,2010,200000,80000,New York,New York City,1,1,1,2,20.4,1248,91.2,5,1,1
768,Hyundai Grand i10 CRDi Sportz,2015,425000,91500,California,San Diego,1,1,1,2,24.0,1120,70.0,5,1,3
769,Maruti Swift Dzire VDi,2012,420000,120000,Michigan,Detroit,1,1,1,2,19.3,1248,73.9,5,1,0
770,Hyundai i20 1.4 CRDi Era,2012,321000,100000,Washington,Seattle,1,1,1,2,23.0,1396,90.0,5,1,3
771,Mahindra Xylo D4 BSIV,2012,350000,120000,Washington,Seattle,1,1,1,1,14.0,2498,112.0,8,1,3
772,Honda Amaze i-VTEC Privilege Edition,2017,490000,80000,California,Los Angeles,3,1,1,0,17.8,1198,86.7,5,1,3
773,Mahindra Scorpio S2 7 Seater,2015,680000,90000,Texas,Houston,1,1,1,0,15.4,2523,75.0,7,1,0
774,Maruti Alto K10 VXI,2016,298000,70000,Texas,Houston,3,1,1,0,23.95,998,67.05,5,1,0
776,Mahindra Scorpio M2DI,2011,450000,150000,Texas,Houston,1,1,1,1,13.5,2179,115.0,5,1,0
778,Tata Indica Vista Quadrajet ZX,2012,250000,40000,Texas,Houston,1,1,1,0,22.3,1248,74.0,5,1,0
779,Ford Endeavour Hurricane Limited Edition,2013,1075000,110000,Michigan,Detroit,1,1,0,4,12.8,2953,156.0,7,1,0
780,Hyundai Grand i10 Sportz,2017,500000,20000,Massachusetts,Boston,3,1,1,0,18.9,1197,82.0,5,1,1
781,Ford Freestyle Trend Petrol BSIV,2019,681000,10000,Massachusetts,Boston,3,1,1,0,19.0,1194,94.68,5,1,1
782,Mahindra XUV500 W8 2WD,2014,650000,90000,California,San Diego,1,1,1,2,15.1,2179,140.0,7,1,3
783,Chevrolet Aveo U-VA 1.2 LS,2008,80000,70000,California,San Diego,3,1,1,2,15.26,1150,74.9,5,1,3
784,Mahindra Bolero SLX 2WD BSIII,2009,290000,120000,California,Los Angeles,1,1,1,0,13.6,2523,63.0,7,1,3
785,Mahindra Scorpio 2.6 SPORTZ CRDe,2006,220000,120000,New York,New York City,1,1,1,2,10.5,2179,120.0,8,1,1
786,Hyundai Santro Xing GL,2009,120000,90000,New York,New York City,3,1,1,2,0.0,1086,62.0,5,1,1
787,Datsun RediGO Sport,2017,229999,80000,Illinois,Chicago,3,1,1,0,22.7,799,53.0,5,1,0
788,Mahindra Bolero ZLX BSIII,2003,150000,132478,Illinois,Chicago,1,1,1,2,13.6,2523,63.0,7,1,0
789,Maruti Swift Dzire VXI,2014,500000,45000,Illinois,Chicago,3,1,1,0,19.1,1197,85.8,5,1,0
790,Tata Indigo CS LS (TDI) BS III,2013,175000,120000,Washington,Seattle,1,1,1,0,19.09,1396,69.0,5,1,3
791,Ford Freestyle Titanium Petrol BSIV,2019,720000,10000,Florida,Miami,3,1,1,0,19.0,1194,94.68,5,1,2
792,Maruti 800 AC,2012,100000,51000,New York,New York City,3,1,1,0,16.1,796,37.0,4,1,1
793,Honda Civic 1.8 V AT,2009,250000,105000,California,Los Angeles,3,1,0,2,12.9,1799,130.0,5,1,3
794,Mahindra XUV500 W6 2WD,2014,810000,100000,Massachusetts,Boston,1,1,1,0,15.1,2179,140.0,7,1,1
795,Maruti Alto LXi,2010,165000,30000,California,Los Angeles,3,1,1,4,19.7,796,46.3,5,1,3
796,Chevrolet Tavera Neo 3 LS 10 Str,2016,409999,60000,California,Los Angeles,1,1,1,2,12.2,1994,105.3,10,1,3
797,Maruti Swift VDI,2013,430000,86000,New York,New York City,1,1,1,2,22.9,1248,74.0,5,1,1
